"区域编码","区域","页码","课程ID","课程名称","教学点","培训机构","课程教材"
"370000","山东省","15","v941o1852NiO5b5cWW404jEG76eUswCg","高二日语520","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修二）"
"370000","山东省","15","TqC5uTT71169kIL6WSL5dik5V7unyTDm","20260201","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","15","j7jr4vr43SBR2a93lh688wl5S32D1Grm","日语20260502","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","15","jQ9ZYp8HN7713XDo75O7849746NW34T4","高一日语班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语八年级全一册"
"370000","山东省","15","9d914e6fe35b64018e1a8e893c3d9fb3","02","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语教程"
"370000","山东省","15","A129g2q21JU2n90I9JcSPiFwj472227W","日语","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","16","9ee4bf17815b477ba4bf17815bf77b3a","日语必修第一册","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","日语必修第一册"
"370000","山东省","16","Nxp9x8xcF1u63GX8t2R7O4y23405e2OV","日语","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","--"
"370000","山东省","16","T39pGi8ASI4AE859rC310061hz387nur","日语提升1","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","日语八年级第一课"
"370000","山东省","16","w1LVV578477h9xC4634e9133d64b55VF","日语提升","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","--"
"370000","山东省","16","Ybya6B9137VReN36i20K946974i68mXU","日语","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","--"
"370000","山东省","16","BMQ089M7LI19sF90n7037wT1ih6y8Q32","日语课程","潍坊市奎文区优胜教育培训学校","潍坊市奎文区优胜教育培训学校","普通高中教科书日语必修（第一册）"
"370000","山东省","16","m3H6E2ILi6X65s57wEw3vo6KE139X4p5","高中日语","潍坊市奎文区优胜教育培训学校","潍坊市奎文区优胜教育培训学校","--"
"370000","山东省","16","U0SP324096we764JVwc0OUw2y11MNV9U","日语","潍坊市奎文区优胜教育培训学校","潍坊市奎文区优胜教育培训学校","--"
"370000","山东省","16","G1bZ48G9gA67i64299ck3hV26q9z439j","20251202","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","16","Ibf634JwpnbgC9Se3V499bvT394FUx5u","20260102","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","17","Sk2VCr1i468r0ybE0i3574W3O93JL69W","日语初级1","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","17","sL44gl7bZF6yU33nzJtn3j61497w9I3i","日语5-4","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语教程"
"370000","山东省","17","t6BkH3t14621W2H7O1hP60h4O07z9e28","日语入门","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语七年级全一册"
"370000","山东省","17","TZ75U4204I229D4ZfM7zLHd81k9Wrbp1","日语初级2","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","17","vrW1pT8Q2l8o47295n2p2Xh7LJ074Q08","日语初级3","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","17","X74K61bmPb7783O5tT451qu6txX5OH47","日语初级","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","17","X84h6Lj76w73D4T55khJ5S093C0m37p6","日语6","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","新编日语教程1"
"370000","山东省","17","xa15818qK28a8By89LHW71Y3Z26V0s3D","日语中级1","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语九年级全一册"
"370000","山东省","17","y6p13X21Xz42g68V55l9E37h7o576tKE","日语","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","17","z3Iyl85bF9siUX5ltQS1iO6aCw7Or85s","日语入门","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","18","ruD4ehI3W2N2Y5WEEpGAGrw301ls53kU","英语","淄博健行培训学校有限公司","淄博健行培训学校有限公司","5年高考3年模拟英语"
"370000","山东省","18","G572FLi5EAcrNApw4f1nIX0bZnncW9Ew","高二日语615","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修三）"
"370000","山东省","18","N14C267Q177kFo8ST90Dl2NeL1WIQ07f","日语课程20260601","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","18","GZ7STQ51V01m2U9g05Heg09OL5492904","高考日语听力","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","高中日语必修第一册"
"370000","山东省","18","G9v8nWrL71337lk40ghv9103Q6145385","高二日语630","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","18","P6Y27M2Cg27982gapNC2398M81d0Dk36","日语课程20260602","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","18","a4b35157cfa08af1150bbe23b7bab603","日语5-1","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语教程"
"370000","山东省","18","adf44DqW73DG533m0r91801c15ro05al","日语5-1","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","19","c8cbf805815449478bf8058154494711","日语","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语教程"
"370000","山东省","19","J6b3W1AED028801qX8X42SKo168ICbm8","日语5-1","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","19","m45splBM5s5W93Wq9W90AW67X205qwt8","日语中级2","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语九年级全一册"
"370000","山东省","19","Mj132k2qa859fh04731k4tk3QD0lQV39","日语中级","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语八年级全一册"
"370000","山东省","19","mwGQ3nJ7Nlj67Pdi8w34t5GEYqBq0E9p","日语中级2","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","19","q3Fuf9f090A00K950370bD4g13y6Wc96","日语中级试听","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","19","R0Zu060wZ4w4H1dta1S6EIZ077QAU33T","日语5-3","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","19","rz7X0HeECJWyzHJ0C06E5hmoF5DHSBJ4","日语5-2","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","20","dAX1693c3Up12g8mT69197Ar67X9H8PL","6月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第一册"
"370000","山东省","21","N4Q51pv022Sh1Y74n1uZe5f0oM47Png9","高一日语6.11","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","八年级全一册（日语）"
"370000","山东省","21","NnI69131ulV3807l5O2Sch8g1p5F62OX","高一日语8.6","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","O99f0IyrrPGS99K2B8j4YNny0189JM50","高一日语7.10","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","OC4On08FAsE28932Y5Y5792M369bXhM6","高一日语1.8","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","Pk20KsbP1jBoix7H67U6p1010Z66WZ8p","日语N2一阶班","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","s83H9i80hOQ06O42k9TSyK4JcG45B8Hs","高一日语6.26","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","vx1fYcW9m19SeeW16f9Y7i96t2m41e8B","高一日语1.22","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","W1q4L0k77r33685L8g2l6V2320rqq19E","高一日语5-29","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","wlx60Q8795DY8z2DloMz7m0705nu5O6g","高一日语10.30","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","21","xH7Ie85T4155V81H34a33r5Ii26b4788","高一日语5.26","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修一）"
"370000","山东省","22","oH7X7wh2M4Qp5J94Rn29yb9Z3E5db7h9","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第二册"
"370000","山东省","23","A2Cr8Hko7H207g9TO9xvTH4Gh7DHs53o","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","23","Ct4B3610l3U329J8l48UnTd81klb726y","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第二册"
"370000","山东省","23","I6O4mQ32Y9g2y428r38Q37VNOP4H8l74","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","--"
"370000","山东省","23","TLd413x025mF9h8KhJxU78h3342FZ033","高考日语","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第三册"
"370000","山东省","24","rN6J312N6a89HKzH27vTt9maHiKKzVDF","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","24","p7sv1X6v46824m063O3Jg73CT34d9475","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","日语第一册"
"370000","山东省","24","HF0Q23P6a55W4OY715G42628IO73J18l","日语自习课","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","新编日语教程1"
"370000","山东省","24","DzaV47enu1986QF2522ARaiFwN518i8m","英语","淄博健行培训学校有限公司","淄博健行培训学校有限公司","5年高考3年模拟数学"
"370000","山东省","25","Ax2l7KZg6p51S9T9DaepAmzx1w2715ma","高中日语基础班2","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语八年级全一册"
"370000","山东省","25","G25828Z1EK1477isTIZ587Hs0U14KhGc","必修强化班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语必修第三册"
"370000","山东省","25","S99wW25ILL63FcQTLTWDSk10c4VT9BK1","必修一强化","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语 必修 第一册"
"370000","山东省","25","d17qk9B6zLN2900IWM9TWX179o3z6i6p","高中日语基础班","烟台市芝罘区富士外语培训学校","烟台市芝罘区富士外语培训学校","日语七年级全一册"
"370000","山东省","25","ybEfz4h205410uQV1Sl96TrX39WF08I1","高二3月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语九年级（全一册）"
"370000","山东省","25","D123891P9c020520T5a5m4s6jFu4190m","20251201","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","25","645edcb58fc64a339edcb58fc61a336a","日语","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","日语必修第一册"
"370000","山东省","26","H7ru6mk0QgMN6dm2nRiaejgYbyyqca1B","5月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","日语九年级（全一册）"
"370000","山东省","26","WTE2727Cg3867vv54yk400Sb4287Akv7","日语20260503","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语必修第一册"
"370000","山东省","26","G175E6n490Y849XOVQjc6Wqn53W2aDcG","高考日语五十音入门","泰安市泰山区天诺教育培训学校","泰安市泰山区天诺教育培训学校","标准日本语初级上下册"
"370000","山东省","26","vyxEt9vy1F917q060K3pkLoIj56x7I76","20260404","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","普通高中教科书 日语选择性必修第一册"
"370000","山东省","26","Z5H5e4890m4y8h09t3QQp81m248Hp4JI","20260401","泰安高新区尚本文化教育培训学校","泰安高新区尚本文化教育培训学校","--"
"370000","山东省","26","e91882Mk6q75E13o090313598G5N586V","日语","泰安市泰山区天怡培训学校","泰安市泰山区天怡培训学校","标准日本语"
"370000","山东省","26","T11L27PhXCC617G5FV676U6090a5t4z4","日语","泰安市泰山区天怡培训学校","泰安市泰山区天怡培训学校","--"
"370000","山东省","26","R54LxB48y1YEz5Y61ASD7pB6Vk1m4ID0","日语","泰安市泰山区天怡培训学校","泰安市泰山区天怡培训学校","--"
"370000","山东省","26","rVeTupQ7A9E33BomeB16289edoP887cz","日语提升2","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","--"
"370000","山东省","27","q6SvG8092B435H7r765610755hX7f2Sw","高二日语715","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修一）"
"370000","山东省","27","Gzs03444134B3YFuUhSC0J18Sft3Xx38","高二日语730","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","27","s0m8WKxAW2405f4wK0519U1X6ReCfcC7","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","27","Wgby65TUW221Wv38U30mV280750N5900","高二日语815","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","27","Ocy6y42826xToc8c891L84d06eF98UEU","日语练习","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","27","XbX5c9Su9ZA9592T2z365OE26WRUZ9X2","高二日语进阶班","威海市环翠区永幸教育培训学校","威海市环翠区永幸教育培训学校","日语同步练习 九年级"
"370000","山东省","27","JLk1fB2R8P0JCZ1Qe7q2W62446E3N30s","高三日语临考班","威海市环翠区永幸教育培训学校","威海市环翠区永幸教育培训学校","日语必修 第二册"
"370000","山东省","27","d2gapuv4p732cq4G0Z9Z5419a03U6L21","高二日语830","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","普通高中日语（必修三）"
"370000","山东省","27","SW77379n6aFvY1163n24Lio255431PM5","高二日语29","济南高新国际人力资源服务产业园十楼","济南市高新区玖和柒培训学校有限公司","--"
"370000","山东省","27","Es29F38V7z2YE0vT1mOMYB12K4088l3p","日语7年级-2","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语七年级全一册"
"370000","山东省","28","Rr1t7k3y843R2F623vq8FE584MFAO57X","日语7年级-1","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","--"
"370000","山东省","28","Q9sQ603753UPAYin7859OC18755jv496","日语7年级-3","青岛市市北区龙城路31号","青岛市市北区词林文化培训学校有限公司","日语七年级全一册"
"370000","山东省","28","Z850tG2ydh0ep8Tip2r0mA824A5ZR42P","日语","青岛市市北区郑州路43号","青岛市市北区青科文化培训学校有限公司","日语必修第一册"
"370000","山东省","28","o53c9T0Md6BuPT18rVP1qBDJYs92X9iJ","9月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语选择性必修第一册"
"370000","山东省","28","Gj2SV62eGy4p6mS3m20t826YR54d759b","日语培训","济南市山钢新天地8号楼1606、1607","济南市高新区学仁教育培训学校有限公司","标准日本语"
"370000","山东省","28","NJ0imrWB4QHxe0GTNt90Ne2Qi0yrO46B","8月日语","枣庄市峄城区三立教育培训学校","枣庄市峄城区三立教育培训学校","高中日语必修第三册"
"420000","湖北省","1","Cn2o7l9BL3WvO9s3BCH6612j0O1j1jwp","日语","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","1","ACjRc22F98N6TModbOl2CQ6k9sH4w6j3","日语","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","日语"
"420000","湖北省","1","Feyk98gFQ5243O7132Lv37189vYD7Bv1","2025高考冲刺班","易考学校","武汉市洪山区易考文化培训学校有限公司","必修第三册日语"
"420000","湖北省","1","hn64C8X5Lcg10Vu744X0hr553Pe5n287","2025新高一衔接班","易考学校","武汉市洪山区易考文化培训学校有限公司","--"
"420000","湖北省","1","Lk4j745688067L67qF9bUq93CbrmnW73","2025高考冲刺班","易考学校","武汉市洪山区易考文化培训学校有限公司","--"
"420000","湖北省","1","is4741exBD3y72307s6y5879k12G2a58","2025高考冲刺班","易考学校","武汉市洪山区易考文化培训学校有限公司","--"
"420000","湖北省","1","to5In94D7uw51qZmZk5P37p31VJ6wuxQ","2024高考冲刺班","易考学校","武汉市洪山区易考文化培训学校有限公司","--"
"420000","湖北省","1","N1D45s38G6mz0GK6hY67Z27y9X6qj6Rb","日语","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","1","w78981Dw2d86T2x5C9Hh4Ztxurp130V1","日语","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","1","Tdm474n629j758Qhw9zH6Kby30T5GO4O","日语","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","2","f940dZVJx6a65BMJ4186VDf66N13l758","26001","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","2","din16is2oUGb01O4tg8DxQZlQ1fH2rm2","003","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","日语"
"420000","湖北省","2","uVk1i6RosA4I90C23F646d43Jn0W3e42","日语零基础","云阔教育","武汉市洪山区云阔培训学校有限公司","--"
"420000","湖北省","2","A2KU4c0194O7sp3V728ijj2t180n42p5","高中日语专项","云阔教育","武汉市洪山区云阔培训学校有限公司","高考日语基本功（作文）"
"420000","湖北省","2","b02xM6821N5187i4c3OZJ2n7tBqV5810","基础知识梳理","云阔教育","武汉市洪山区云阔培训学校有限公司","新标准日本语"
"420000","湖北省","2","s8353if9z9S274f4W3f360v62A521vu8","高中日语","云阔教育","武汉市洪山区云阔培训学校有限公司","--"
"420000","湖北省","2","yG47A7k2zATgX5187bJ02Ev66x923mur","高中日语零基础","云阔教育","武汉市洪山区云阔培训学校有限公司","--"
"420000","湖北省","2","Yu5946G13t16i731t3io6P3E28Moe5p7","高考日语作文专项","云阔教育","武汉市洪山区云阔培训学校有限公司","--"
"420000","湖北省","2","N26Kum5JL0548A5395n7NaW37smQ125w","高考日语课程一对一","云阔教育","武汉市洪山区云阔培训学校有限公司","--"
"420000","湖北省","2","PAiibpRBzfur4y0Nj7P27Gi9p57B868Y","日语","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","3","K0r0H18f8l28g2d03L5r7408w1QSH646","202603003","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","3","I9Q0676kq63538TU1vY5YKjUEX2j02k8","2603001","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","日语"
"420000","湖北省","3","upOPN61H1G9X2u0bdy0v426hQ7537x1l","2026009","武汉市洪山区沐晨鑫教育培训学校有限公司","武汉市洪山区沐晨鑫教育培训学校有限公司","--"
"420000","湖北省","4","RRdw6zK38y8a96Rx3696s60o2J4MG1x2","基础日语","云阔教育","武汉市洪山区云阔培训学校有限公司","--"
"430000","湖南省","1","0e3226ca848b1015f5ecd9c202ecbf82","高中日语课程","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","1","240215ab62974764cd4e7eeca3f1f5dd","高一日语","长沙县远山教育培训学校","长沙县远山教育培训学校","日语七年级全一册"
"430000","湖南省","1","64d80e93602a6d68e2f5cc659aa2134d","高三日语1对1","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","1","6bcea0002c6bff676a6515d9d715ab54","日语班（高一）","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","--"
"430000","湖南省","1","7504569d2b924c2184569d2b924c2199","高一日语课程","长沙县远山教育培训学校","长沙县远山教育培训学校","--"
"430000","湖南省","1","dF9s95aA2sqy1f3mF080tzB3OUE446Pw","高考日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","1","dA01Cefqj622F7Ph52O59qY09F787Xn6","日语面授小班课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","1","b95p5moc306yf8705m3cmih0EXQfg8HH","2023年暑假日语班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","1","5511032849b5457e91032849b5557eb5","兴趣日语","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","标准日本语初级(下)"
"430000","湖南省","1","C338r5WM38416811rs700M02244FNR9t","全日制课程初级上（一）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","2","90c5aab93df34e9b85aab93df35e9b4d","日语","长沙市岳麓区艺路文铖培训学校有限公司","长沙市岳麓区艺路文铖培训学校有限公司","--"
"430000","湖南省","2","115f44b8103f45809f44b8103f558051","日语解密","长沙市岳麓区互鉴教育培训学校","长沙市岳麓区知诺培训学校有限公司","--"
"430000","湖南省","2","60c6cc6b252544d386cc6b2525c4d35b","日本语全日制课程（初级上）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","2","ARl3959z4495l48MS4JvuG17e71D32ll","怀化三中日语班晚课(晚自习)","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","标准日本语初级(下)"
"430000","湖南省","2","a7g86Mfj14SGo5Pk783o44vObsyp1mz6","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","2","d09ee5228e2e0eb274992df86b69b934","留学日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","2","c607d3b2c100415187d3b2c100c151a2","测试课程","长沙市雨花区语加教育培训学校有限公司","长沙市雨花区语加教育培训学校有限公司","义务教育教科书"
"430000","湖南省","2","b30145ca058a41b08145ca058a61b0d1","日本语全日制课程（初级下）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语句型练习册初级2"
"430000","湖南省","2","cca30520115d42eaa30520115dd2ea3b","高中日语","长沙市雨花区语加教育培训学校有限公司","长沙市雨花区语加教育培训学校有限公司","--"
"430000","湖南省","3","05c03f4e1a084b03803f4e1a080b0335","测试课","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语初级1"
"430000","湖南省","3","Ai0kr842Z63ZNEmT3P5470zty301Qv09","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","--"
"430000","湖南省","3","A5068Rb950f41Vu9Zm9Odk1lZ0q6bg5M","全日制课程高级","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","新日语能力考试考前对策 语法"
"430000","湖南省","3","a13s716C0Z5aR5yHNi5K31t70bO8Og59","高中日语试听课","长沙市岳麓区一鸿启航培训学校","长沙市岳麓区一鸿启航教育培训学校有限公司","人教版日语教材"
"430000","湖南省","3","h1Ty188d53E80Y97sp93u8M1453q7AN6","全日制课程中级","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语中级2"
"430000","湖南省","3","iO4247193UDammF9673Cs36999zH2768","高考日语冲刺课程","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
"430000","湖南省","3","KA5C815058n26321VsI45II517120gRd","2024年秋季日语1班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","3","k6Cje32898C4lKit091BOP544c656AmG","全日制课程初级上","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","4","k7L547138423U0pn8jNFe0E5s9fh7Xnu","高考日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","4","K620BM38S6r8pLB96230C6s01922518f","日语寒假集训班","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","--"
"430000","湖南省","4","hokIaZ4771512a77371ehm0sDNiX9Pn6","2023年秋季日语1班","长沙市天心区文都培训学校有限公司","长沙市天心区文都培训学校有限公司","新编日语教程"
"430000","湖南省","4","H98m6V4424z6z873296I7Ujd17g7cq00","日语入门课","长沙县远山教育培训学校","长沙县远山教育培训学校","--"
"430000","湖南省","4","e89423loL98Ks1X6N81P457268c92010","全日制课程初级上（三）","长沙市岳麓区行知研语培训学校有限公司","长沙市岳麓区行知研语培训学校有限公司","大家的日语标准习题集初级1"
"430000","湖南省","4","eNXv811Pt73101R502261296F77241AE","高考日语入门班","长沙县远山教育培训学校","长沙县远山教育培训学校","日语七年级全一册"
"430000","湖南省","4","EEs1Y6R375h8Jt8l58F5268Z56XNN3o6","高考日语202311","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","新编日语教程"
"430000","湖南省","4","M6H148z04BW51111201425inn7V77570","高三日语精讲班","郴州市苏仙区智怀戴氏教育培训学校有限公司","郴州市苏仙区智怀戴氏教育培训学校有限公司","标准日本语"
"430000","湖南省","4","mj8rS8wweGP2SXRh1Iy7P28E5r5J8kA8","日语班","怀化市鹤城区经纬培训学校有限公司","怀化市鹤城区经纬培训学校有限公司","标准日本语初级(下)"
"430000","湖南省","5","G924Sbj98h14359ej82L371F14932G5H","日语202510","长沙市岳麓区黑马智慧教育培训学校有限公司","长沙市岳麓区黑马智慧教育培训学校有限公司","高中日语必修(第三册)"
"430000","湖南省","5","gg9aqXM7sAF4Dts270f1sE2wtw8A70R2","日语","隆回县桃李源培训学校","隆回县桃李源培训学校","--"
"430000","湖南省","5","i11kNkX95mTb160vI23O3DYJ71006Nl0","高中英语课程","长沙市岳麓区互鉴教育培训学校","长沙市岳麓区知诺培训学校有限公司","--"
"430000","湖南省","5","I1FbXYsa029ypb781j2anuJ86XUWe02e","考级日语","长沙高新开发区东洋外语培训学校有限公司","长沙高新开发区东洋外语培训学校有限公司","大家的日语中级1"
